stop_name,location,type,line_name,stop_id,identifier
Tiergartenstrasse Ecke Klingelhöferstrasse,"52.50956692906558, 13.35136665481548",autobus,A69,1965589,
John-Foster-Dulles-Allee Ecke Neue Verbindungsstrasse,"52.51741102959702, 13.370505733077282",autobus,A69,1965591,
"Wollankstrasse, Sektorengrenze","52.56559871291292, 13.390830190704966",autobus,A70,1965593,
Soldinerstrasse Ecke Prinzenallee,"52.55868401746941, 13.38625492417422",autobus,A70,1965594,
Osloerstrasse Ecke Prinzenallee,"52.55531796559044, 13.383840060222658",autobus,A70,1965595,
Wiesenstrasse Ecke Pankstrasse,"52.54760176700826, 13.373883770295564",autobus,A70,1965597,
Ravenéstrasse Ecke Reinickendorferstrasse,"52.542853072341124, 13.36977036659327",autobus,A70,1965598,
Tegelerstrasse Ecke Fennstrasse,"52.53790108962687, 13.36161851053117",autobus,A70,1965600,
Rathenowerstrasse Ecke Perlebergerstrasse,"52.53247559309483, 13.350586247662545",autobus,A70,1965601,
Turmstrasse Ecke Rathenowerstrasse,"52.52677326988287, 13.355263221390434",autobus,A70,1965602,
Berlichingenstrasse Ecke Huttenstrassse,"52.52782923584422, 13.324797711641452",autobus,A70,1965605,
Wiebestrasse Ecke Turmstrasse,"52.528368999227155, 13.319424442466826",autobus,A70,1965606,
Lindauerallee Ecke Residenzstrasse,"52.57335465246125, 13.35896485270081",autobus,A71,1965608,
Emmentalerstrasse Ecke Residenzstrasse,"52.57036326037799, 13.360894234948594",autobus,A71,1965609,
Schäfersee,"52.56412402678705, 13.364127970091625",autobus,A71,1965610,
Reginhardstrasse Ecke Pankowerallee,"52.56431243190873, 13.373490621958863",autobus,A71,1965611,
Provinzstrasse Ecke Pankowerallee,"52.564685768035346, 13.378056393034143",autobus,A71,1965612,
Ritterlandweg Ecke Soldinerstrasse,"52.56075604408384, 13.377034124862472",autobus,A71,1965613,
Prinzenallee Ecke Soldinerstrasse,"52.55868934782261, 13.386255493529694",autobus,A71,1965614,
Gustav-Meyer-Allee Ecke Brunnenstrasse,"52.54467815592406, 13.391048671372102",autobus,A71,1965616,
Residenzstrasse Ecke Klemkestrasse,"52.574245892937554, 13.359151375996783",autobus,A72,1965617,
Residenzstrasse Ecke Lindauerallee,"52.57335472058476, 13.358941711380096",autobus,A72,1965618,
Pankstrasse Ecke Reinickendorferstrasse,"52.54523193992911, 13.370503453156344",autobus,A72,1965621,
Heidestrasse Ecke Perlebergerstrasse,"52.53729389686942, 13.360281174744404",autobus,A72,1965622,
Rathenowerstrasse Ecke Perlebergerstrasse,"52.53248787980038, 13.350546765600184",autobus,A72,1965623,
Wiebestrasse Ecke Huttenstrasse,"52.528368999227155, 13.319424442466826",autobus,A72,1965625,
Tauroggenerstrasse Ecke Osnabrückerstrasse,"52.525851079047904, 13.301947441872306",autobus,A72,1965626,
Quellweg Ecke Nonnendammallee,"52.536678607178615, 13.268459653433872",autobus,A72,1965628,
Paulsternstrasse Ecke Nonnendammallee,"52.538164052767165, 13.247737711904358",autobus,A72,1965629,
Kurfürstendamm Ecke Tauentzienstrasse,"52.50442326316818, 13.335657799208752",autobus,A73,1965631,
Motzstrasse Ecke Kleiststrasse,"52.49965229051501, 13.35335874623255",autobus,A73,1965632,
Rohdestrasse Ecke Germaniastrasse,"52.46205027328518, 13.404404119956052",autobus,A73,1965637,
Britzerdamm Ecke Gradestrasse,"52.4526353596057, 13.438559685208784",autobus,A73,1965639,
"Britz, Buschkrug","52.452518515488734, 13.452123875117865",autobus,A73,1965641,
Königin-Elisabeth-Strasse/Messedamm,"52.510003918669966, 13.281835766557075",autobus,A74,1965642,
Spandauerdamm Ecke Königin-Elisabeth-Strasse,"52.51839538758543, 13.28021270222008",autobus,A74,1965643,
Schloßstrasse Ecke Seelingstrasse,"52.515662996132384, 13.296548684988746",autobus,A74,1965645,
Kaiser-Friedrich-Strasse Ecke Kantstrasse,"52.50678591427648, 13.302324818159677",autobus,A74,1965647,
Bundesallee Ecke Berlinerstrasse,"52.48732558398233, 13.33098413379044",autobus,A74,1965650,
Egelingzeile,"52.46359356707539, 13.370068898372061",autobus,A74,1965652,
"Lindenhof, Eythstrasse","52.45972284347706, 13.366428299506616",autobus,A74,1965653,
Munsterdamm Ecke Steglitzerdamm,"52.45000526116381, 13.346722020548023",autobus,A75,1965654,
Bismarckstrasse Ecke Steglitzerdamm,"52.451072740655015, 13.33791199357263",autobus,A75,1965655,
Lauenburgerplatz,"52.461599882024025, 13.339325238591217",autobus,A75,1965656,
Oranienstrasse Ecke Kochstrasse,"52.50709132678066, 13.398277137755292",autobus,A75,1965659,
Blohmstrasse Ecke Wünsdorferstrasse,"52.388679972025464, 13.394350426112302",autobus,A76,1965662,
Bahnhofstrasse Ecke Prinzesssinnenstrasse,"52.38668921945518, 13.396743078249346",autobus,A76,1965663,
Marienfelderstrasse Ecke Lichtenraderdamm,"52.39246194962392, 13.406722669146097",autobus,A76,1965664,
Tauernallee Ecke Mariendorferdamm,"52.42332668386324, 13.396183113444282",autobus,A76,1965665,
"Rennbahn, Mariendorferdamm","52.431519887104706, 13.391508229384012",autobus,A76,1965666,
Alt-Mariendorf Ecke Mariendorferdamm,"52.440168151485565, 13.387213407064362",autobus,A76,1965667,
Burgemeisterstrasse Ecke Tempelhoferdamm,"52.45702093879819, 13.383940014085086",autobus,A76,1965668,
Thuyring Ecke Tempelhoferdamm,"52.47485479829808, 13.385742138902385",autobus,A76,1965669,
Bayernring Ecke Tempelhoferdamm,"52.48160550845668, 13.385873771116525",autobus,A76,1965670,
"Marienfelde, Daimlerstrasse","52.42310029473227, 13.382719145401357",autobus,A77,1965672,
Großbeerenstrasse Ecke Daimlerstrasse,"52.42632722670147, 13.374381668055328",autobus,A77,1965673,
Mariendorferdamm Ecke Alt-Mariendorf,"52.44016441468638, 13.387321832650953",autobus,A77,1965675,
Markgrafenstrasse Ecke Mariendorferdamm,"52.450181815663655, 13.384927693866823",autobus,A77,1965676,
Burgemeisterstrasse Ecke Tempelhoferdamm,"52.45702093879819, 13.383940014085086",autobus,A77,1965677,
Paradestrasse Ecke Tempelhoferdamm,"52.47819508256252, 13.38582476625602",autobus,A77,1965679,
Tropfsteinweg Ecke Quarzweg,"52.4235762293875, 13.414670868436994",autobus,A78,1965680,
Tauernallee Ecke Quarzweg,"52.42788188045419, 13.405101948749467",autobus,A78,1965681,
Mariendorferdamm Ecke Tauernallee,"52.42330591781013, 13.39614258446719",autobus,A78,1965682,
U-Bhf. Leopoldplatz,"52.54639074766099, 13.359133210772804",autobus,A79,1965684,
Pankowerallee Ecke Reginhardstrasse,"52.564326085116015, 13.373500101382671",autobus,A79,1965685,
Büdnerring Ecke Emmentalerstrasse,"52.573636493894966, 13.367805453389272",autobus,A79,1965687,
Somerstrasse Ecke Klemkestrasse,"52.57476725074598, 13.373530537526852",autobus,A79,1965688,
Breitestrasse Ecke Marktstrasse,"52.536883277059395, 13.20531643365595",autobus,A80,1965689,
Nauenerstrasse Ecke Brunsbüttelerdamm,"52.53406506904914, 13.181696719186581",autobus,A80,1965690,
Egelpfuhlstrasse Ecke Brunsbüttelerdamm,"52.533534930111585, 13.169408525371832",autobus,A80,1965691,
Nennhauserdamm Ecke Brunsbüttelerdamm,"52.532516285295976, 13.141565360416914",autobus,A80,1965692,
Friedrich-Wilhelm-Platz,"52.4723141261904, 13.328170441860376",autobus,A81,1965694,
Steglitzerdamm Ecke Bismarckstrasse,"52.45108584574911, 13.337901267385122",autobus,A81,1965696,
Leonorenstrasse Ecke Siemensstrasse,"52.44439811356469, 13.338942870037988",autobus,A81,1965697,
Alt-Lankwitz Dorfaue,"52.43908382575332, 13.354417745001864",autobus,A81,1965698,
Imbrosweg Ecke Rixdorferstrasse,"52.44350787287, 13.398641673043054",autobus,A81,1965699,
Dardanellenweg Ecke Rixdorferstrasse,"52.444954016199624, 13.400088668707589",autobus,A81,1965700,
Potsdamerstrasse Ecke Neue Verbindungsstrasse,"52.509178008335695, 13.371763352203018",autobus,A83,1965704,
Reichpietsch Ufer Ecke Potsdamerstrasse,"52.506266659488254, 13.36847202796475",autobus,A83,1965705,
Schöneberger Ufer Ecke Potsdamerstrasse,"52.505824202494104, 13.36822755847874",autobus,A83,1965706,
Bülowstrasse Ecke Potsdamerstrasse,"52.49780937131981, 13.362023124104272",autobus,A83,1965707,
"Grazer Platz, Rubensstrasse","52.46714418708045, 13.344186489639258",autobus,A83,1965709,
Bergstrasse Ecke Thorwaldsenstrasse,"52.45916615456852, 13.347684993015264",autobus,A83,1965710,
Steglitzerdamm Ecke Munsterdamm,"52.45000608284741, 13.34672706146302",autobus,A83,1965711,
Albrechtstrasse Ecke Siemensstrasse,"52.44697412875426, 13.342383181930959",autobus,A83,1965712,
Malteserstrasse Ecke Paul-Schneiderstrasse,"52.4333731368366, 13.353037134546739",autobus,A83,1965713,
Preysingstresse Ecke Malteserstrasse,"52.42459385476778, 13.356710851763028",autobus,A83,1965714,
Belßstrasse Ecke Wichurastrasse,"52.42825963410729, 13.36268315034685",autobus,A83,1965715,
Ringstrasse Ecke Pestalozzistrasse,"52.43272275614005, 13.28707174492692",autobus,A84,1965716,
Kadettenweg Ecke Finckensteinallee,"52.43244907203853, 13.29922142655922",autobus,A84,1965717,
Wiesenbaude,"52.43137098797067, 13.309598051243082",autobus,A84,1965718,
Klingsorstrasse Ecke Hindenburgerdamm,"52.44312155280172, 13.315697559190944",autobus,A84,1965720,
Unter den Eichen Ecke Hindenburgdamm,"52.45347005474918, 13.315569607619905",autobus,A84,1965722,
Schloßstrasse Ecke Hindenburgerdamm,"52.45350912840586, 13.315677677717531",autobus,A84,1965723,
Florastrasse Ecke Schloßstrasse,"52.46144281796131, 13.325177934382182",autobus,A84,1965724,
Bundesallee Ecke Berlinerstraße,"52.48734067251135, 13.3309876531963",autobus,A85,1965729,
Hildegardstrasse Ecke Bundesallee,"52.481657240901605, 13.329427779751509",autobus,A85,1965730,
Schildhornstrasse Ecke Schoßstrasse,"52.46148081455358, 13.32506743649544",autobus,A85,1965731,
Moltkestrasse Ecke Gardeschützenweg,"52.446773316413676, 13.306738599588899",autobus,A85,1965733,
Drakestrasse Ecke Gardeschützenweg,"52.44269018110653, 13.297005261952915",autobus,A85,1965734,
Goerzallee Ecke Wismarerstrasse,"52.4219734264973, 13.298444276074019",autobus,A85,1965737,
Ostpreußendamm Ecke Wismarerstrasse,"52.41787022853931, 13.305196168275295",autobus,A85,1965738,
Holtheimer Weg Ecke Wormbacher Weg,"52.40993904974992, 13.303364137339779",autobus,A85,1965739,
Invalidenstrasse (Sektorengrenze),"52.527313432627935, 13.372060433520486",autobus,A86,1965740,
Gotzkowskystrasse Ecke Alt-Moabit,"52.52381415998794, 13.329730993697929",autobus,A86,1965743,
Helmholtzstrasse Ecke Franklinstrasse,"52.522343184272835, 13.328448632609152",autobus,A86,1965744,
Kurfürstendamm Ecke Brandenburgischestrasse,"52.50002233557925, 13.307019098961716",autobus,A86,1965747,
Konstanzerstrasse Ecke Brandenburgischestrasse,"52.49354591076546, 13.310072427796587",autobus,A86,1965748,
Blissestrasse Ecke Mecklenburgischestrasse,"52.48368070112943, 13.320244412619976",autobus,A86,1965749,
Schildhornstrasse Ecke Schloßstrasse,"52.46147802021658, 13.325121914300139",autobus,A86,1965750,
Gardeschützenweg Ecke Hindenburgdamm,"52.449613072042865, 13.315330993419972",autobus,A86,1965751,
Klingsorstrasse Ecke Birkbuschstrasse,"52.44752909385699, 13.326323162600334",autobus,A86,1965752,
"Luisenplatz, Spandauer Damm","52.51959198949201, 13.298912024676348",autobus,A87,1965755,
Sophie-Charlotten-Strasse Ecke Spandauer Damm,"52.518775972502254, 13.286656397116658",autobus,A87,1965757,
Pulsstrasse Ecke Sophie-Charlotten-Strasse,"52.52421631665749, 13.285058781776256",autobus,A87,1965758,
Neue-Kantstrasse Ecke Messedamm,"52.50645039900863, 13.280347520412302",autobus,A88,1965759,
Deutschland-Halle,"52.49876605041668, 13.272067682476225",autobus,A88,1965761,
Eichkamp (Alte Allee),"52.4918446628778, 13.263435853820146",autobus,A88,1965762,
Bornholmer Brücke (Sektorengrenze),"52.55474925160593, 13.397563899138179",autobus,A89,1965763,
Koloniestrasse Ecke Osloerstrasse,"52.55645881002448, 13.377667124589154",autobus,A89,1965765,
Schwedenstrasse Ecke Osloerstrasse,"52.556747335649355, 13.373712793426439",autobus,A89,1965766,
Reinickendorferstrasse Ecke Osloerstrasse,"52.55695940613808, 13.365599080086671",autobus,A89,1965767,
Saatwinkler Damm/Beusselstrasse,"52.53817455483835, 13.326170829645548",autobus,A89,1965769,
Beusselstrasse Ecke Sickingenstrasse,"52.53296893613866, 13.328447495428522",autobus,A89,1965770,
Huttenstrasse Ecke Wiebestrasse,"52.52837369914943, 13.319433597117238",autobus,A89,1965772,
Otto-Suhr-Allee Ecke Wilmersdorferstrasse,"52.51807977154262, 13.304445554786927",autobus,A89,1965774,
Blissestrasse Ecke Brandenburgischestrasse,"52.486510727017894, 13.320328027965171",autobus,A89,1965775,
Uhlandstrasse Ecke Berlinerstrasse,"52.48648130025312, 13.322501482805604",autobus,A89,1965776,
Bundesallee Ecke Berlinerstrasse,"52.48734716547877, 13.330927007955708",autobus,A89,1965777,
Martin-Luther-Strasse Ecke Grunewaldstrasse,"52.489092252688366, 13.344977068502004",autobus,A89,1965778,
Kulmerstrasse Ecke Goebenstrasse,"52.493588585810286, 13.3658698953074",autobus,A89,1965780,
Großbeerenstrasse Ecke Yorckstrasse,"52.49368808263518, 13.383551542327712",autobus,A89,1965781,
Zossenerstrasse Ecke Blücherstrasse,"52.49623241397273, 13.39508019254857",autobus,A89,1965783,
Ernst-Reuter-Platz,"52.512597718077124, 13.32187581670888",autobus,A90,1965785,
"U-Bhf. Turmstrasse, Alt-Moabit","52.525622025126516, 13.341196836593838",autobus,A90,1965787,
Kirchstrasse Ecke Alt-Moabit,"52.524540361452964, 13.349554410629997",autobus,A90,1965788,
Turmstrasse Ecke Rathenowerstrasse,"52.5267675453534, 13.355294722413056",autobus,A90,1965789,
Gartenstrasse & Grenzstrasse,"52.54181102155785, 13.378075110631034",autobus,A90,1965792,
Germaniapromenade Ecke Britzerdamm,"52.46087492360793, 13.435043139462435",autobus,A91,1965797,
Franz-Körnerstrasse Ecke Britzerdamm,"52.45591014774878, 13.437247968298294",autobus,A91,1965798,
Gradestrasse Ecke Britzerdamm,"52.45265737044976, 13.438515125970348",autobus,A91,1965799,
Tempelhofer Weg Ecke Britzerdamm,"52.448948199818126, 13.436196083642448",autobus,A91,1965800,
Mohriner Allee Ecke Buckower Damm,"52.444158117822525, 13.433541379936148",autobus,A91,1965801,
Klosterstrasse Ecke Ruhlebenerstrasse,"52.53291423622347, 13.198448581794402",autobus,A92,1965809,
Schmidt-Knobelsdorf-Strasse Ecke Wilhelmstrasse,"52.52167175095243, 13.188919810629814",autobus,A92,1965810,
Wilhelmstrasse/Heerstrasse,"52.51662275674115, 13.179042724263446",autobus,A92,1965811,
"Rudow, Waßmannsdorfer Chaussee Ecke Groß Ziethener Chaussee","52.41526752815598, 13.495532239459731",autobus,A93,1965813,
Klein-Ziethener Weg Ecke Geflügelsteig,"52.40710730353589, 13.484845591402099",autobus,A93,1965817,
Lakenfelderweg Ecke Geflügelsteig,"52.40828414795366, 13.482117846330404",autobus,A93,1965818,
Groß Ziethener Chaussee Ecke Geflügelsteig,"52.41047365202242, 13.47942642391926",autobus,A93,1965819,
Pirnaer Strasse Ecke Groß Ziethener Chaussee,"52.41190290518478, 13.483724254804146",autobus,A93,1965820,
Kolonie Ewige Heimat,"52.41342547582976, 13.48968439303987",autobus,A93,1965821,
Waßmannsdorfer Chaussee Ecke Groß Ziethener Chaussee,"52.415254440386406, 13.495532239600683",autobus,A93,1965822,
"Hermannplatz, Sonnenallee","52.487878189019625, 13.425307289816844",autobus,A95,1965824,
Pannierstrasse Ecke Sonnenallee,"52.486116005742765, 13.430271627825318",autobus,A95,1965825,
"Brunnenplatz, Pankstrasse","52.54974598780812, 13.377370490009975",autobus,A99,1965830,
Rathenowerstrasse Ecke Quitzowstrasse,"52.53509388478619, 13.349674528836143",autobus,A99,1965831,
Gartenfelderstrasse Ecke Nonnendammallee,"52.53921965106543, 13.231930315649633",autobus,A99,1965835,
Breitestrasse Ecke Charlottenstrasse,"52.536139551503645, 13.204429900000004",autobus,A99,1965837,
Germesheimer Platz,"52.54456786122999, 13.187011953393949",autobus,A99,1965838,
Fürstenbrunner Weg Ecke Spandauer Damm,"52.51842262019779, 13.280116470897724",autobus,AS1,1965839,
Kirschenallee Ecke Spandauer Damm,"52.52037881141785, 13.26719192597436",autobus,AS1,1965840,
Teltower Strasse Ecke Ruhlebenerstrasse,"52.52691598097546, 13.215925127827715",autobus,AS1,1965842,
Lynarstrasse Ecke Neuendorferstrasse,"52.54898689609449, 13.210209610631443",autobus,AS1,1965843,
Kurfürstendamm Ecke Joachimthalerstrasse,"52.503816808418776, 13.331331584101898",autobus,AS2,1965846,
Hohenzollerndamm Ecke Bundesallee,"52.49531823367724, 13.33073029150439",autobus,AS2,1965848,
Trautenaustrasse Ecke Bundesallee,"52.49316877205774, 13.330847606922179",autobus,AS2,1965849,
Canovastrasse Ecke Thorwaldsenstrasse,"52.4630322777455, 13.342758624118062",autobus,AS2,1965850,
Tauernallee Ecke Mariendorfer Damm,"52.423282241717295, 13.396157541313142",autobus,AS2,1965853,
Goltzstrasse Ecke Lichtenrader Damm,"52.387412308156584, 13.409696156655649",autobus,AS2,1965856,
Steinstrasse Ecke Bahnhofstrasse,"52.3867037682716, 13.398567241311058",autobus,AS2,1965857,
Clayallee Ecke Berlinerstrasse,"52.435061281535354, 13.260458324116243",autobus,AS3,1965862,
Messedamm Ecke Neue Kantstrasse,"52.506464808039006, 13.280399670154301",autobus,AS4,1965867,
Spanische Allee Ecke Kronprinzessinnenweg,"52.43381203091303, 13.189367310624709",autobus,AS4,1965868,
Am Großen Wannsee Ecke Königstrasse - Rathaus Wannsee,"52.42050255652165, 13.167179797272718 - 52.41842453794803, 13.148816353093304",autobus,AS4,1965869,
